nl,t,yv,ya,m,ACT,sc
R12_CHN,coal_adv_cfNH3,2025,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2030,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2030,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2030,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2030,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2030,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2030,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2035,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2035,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2035,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2035,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2035,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2035,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2040,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2040,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2040,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2040,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2040,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2040,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2045,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2045,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2045,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2045,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2045,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2050,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2050,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2050,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2050,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2050,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2055,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2055,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2055,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2055,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2060,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2060,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2060,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2060,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2070,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2070,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2070,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2080,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2080,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2080,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2090,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2090,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2090,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2100,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2100,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_adv_cfNH3,2110,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,1995,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,2000,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,1995,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2000,2000,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2000,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2000,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2000,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2000,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2000,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2005,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2005,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2005,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2005,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2005,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2005,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2010,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2010,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2010,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2010,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2010,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2010,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2015,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2015,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2015,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2015,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2015,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2015,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2020,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2020,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2020,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2020,2035,M2,7.66899811058555,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2020,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2020,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2025,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2025,2030,M2,2.6683715920399953,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2025,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2025,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2025,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2025,2050,M2,29.08708019039574,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2030,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2030,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2030,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2030,2045,M2,35.352168707855576,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2030,2050,M2,18.79143890343535,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2030,2055,M2,31.455835108289683,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2035,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2035,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2035,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2035,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2035,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2035,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2040,2040,M2,24.221560318848617,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2040,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2040,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2040,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2040,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2040,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2045,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2045,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2045,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2045,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2045,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2050,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2050,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2050,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2050,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2050,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2055,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2055,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2055,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2055,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2060,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2060,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2060,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2060,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2070,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2070,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2070,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2080,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2080,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2080,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2090,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2090,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2090,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2100,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2100,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl,2110,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,1995,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,2000,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,1995,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2000,2000,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2000,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2000,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2000,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2000,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2000,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2005,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2005,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2005,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2005,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2005,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2005,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2010,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2010,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2010,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2010,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2010,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2010,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2015,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2015,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2015,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2015,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2015,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2015,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2020,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2020,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2020,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2020,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2020,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2020,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2025,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2025,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2025,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2025,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2025,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2025,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2030,2030,M2,2.6683715920399953,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2030,2035,M2,2.4706180659600006,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2030,2040,M2,4.423434136000001,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2030,2045,M2,4.423434136000001,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2030,2050,M2,4.423434136000001,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2030,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2035,2035,M2,5.198380044625549,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2035,2040,M2,9.30726284977718,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2035,2045,M2,9.30726284977718,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2035,2050,M2,9.30726284977718,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2035,2055,M2,4.548879985062197,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2035,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2040,2040,M2,10.275970242775509,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2040,2045,M2,10.275970242775509,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2040,2050,M2,10.275970242775509,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2040,2055,M2,10.275970242775509,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2040,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2040,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2045,2045,M2,11.345501479302884,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2045,2050,M2,11.345501479302884,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2045,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2045,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2045,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2050,2050,M2,12.526350385975515,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2050,2055,M2,12.526350385975515,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2050,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2050,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2050,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2055,2055,M2,4.10463449447646,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2055,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2055,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2055,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2060,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2060,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2060,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2060,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2070,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2070,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2070,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2080,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2080,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2080,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2090,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2090,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2090,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2100,2100,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2100,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_cfNH3,2110,2110,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,1995,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,2000,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,1995,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2000,2000,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2000,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2000,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2000,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2000,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2000,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2005,2005,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2005,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2005,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2005,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2005,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2005,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2010,2010,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2010,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2010,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2010,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2010,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2010,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2015,2015,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2015,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2015,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2015,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2015,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2015,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2020,2020,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2020,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2020,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2020,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2020,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2020,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2025,2025,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2025,2030,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2025,2035,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2025,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2025,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2025,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2030,2030,M2,0.26020200800000004,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2030,2035,M2,0.39030301200000006,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2030,2040,M2,0.39030301200000006,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2030,2045,M2,0.39030301200000006,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2030,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2030,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2035,2035,M2,0.41738504598689286,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2035,2040,M2,1.0218538837972169,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2035,2045,M2,1.68923632375621,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2035,2050,M2,2.8163834761077107,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2035,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2035,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2040,2040,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2040,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2040,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2040,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2040,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2040,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2045,2045,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2045,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2045,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2045,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2045,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2050,2050,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2050,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2050,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2050,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2050,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2055,2055,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2055,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2055,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2055,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2060,2060,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2060,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2060,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2060,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2070,2070,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2070,2080,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2070,2090,M2,0.0,sv_2c_buffer_decoal
R12_CHN,coal_ppl_u,2080,2080,M2,0.0,sv_2c_buffer_decoal
